id,code,codeType,category,severity,applicableRegions,applicableBrands,title,description,causes,actions,url
p0712,P0712,generic_obd,transmission,caution,US|EU|Global,,P0712 - Transmission Fluid Temperature Sensor Circuit Range/Performance,"Fault code P0712 means ""Transmission Fluid Temperature Sensor Circuit Range/Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0712/
p0713,P0713,generic_obd,transmission,warning,US|EU|Global,,P0713 - Transmission Fluid Temperature Sensor Circuit Low Input,"Fault code P0713 means ""Transmission Fluid Temperature Sensor Circuit Low Input"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0713/
p0714,P0714,generic_obd,transmission,warning,US|EU|Global,,P0714 - Transmission Fluid Temperature Sensor Circuit High Input,"Fault code P0714 means ""Transmission Fluid Temperature Sensor Circuit High Input"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0714/
p0715,P0715,generic_obd,transmission,caution,US|EU|Global,,P0715 - Transmission Fluid Temperature Sensor Circuit Intermittent,"Fault code P0715 means ""Transmission Fluid Temperature Sensor Circuit Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0715/
p0716,P0716,generic_obd,powertrain,warning,US|EU|Global,,P0716 - Input/Turbine Speed Sensor Circuit Malfunction,"Fault code P0716 means ""Input/Turbine Speed Sensor Circuit Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0716/
p0717,P0717,generic_obd,powertrain,caution,US|EU|Global,,P0717 - Input/Turbine Speed Sensor Circuit Range/Performance,"Fault code P0717 means ""Input/Turbine Speed Sensor Circuit Range/Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0717/
p0718,P0718,generic_obd,powertrain,caution,US|EU|Global,,P0718 - Input/Turbine Speed Sensor Circuit No Signal,"Fault code P0718 means ""Input/Turbine Speed Sensor Circuit No Signal"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0718/
p0719,P0719,generic_obd,powertrain,caution,US|EU|Global,,P0719 - Input/Turbine Speed Sensor Circuit Intermittent,"Fault code P0719 means ""Input/Turbine Speed Sensor Circuit Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0719/
p0720,P0720,generic_obd,transmission,warning,US|EU|Global,,P0720 - Torque Converter/Brake Switch B Circuit Low,"Fault code P0720 means ""Torque Converter/Brake Switch B Circuit Low"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0720/
p0721,P0721,generic_obd,powertrain,warning,US|EU|Global,,P0721 - Output Speed Sensor Circuit Malfunction,"Fault code P0721 means ""Output Speed Sensor Circuit Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0721/
p0722,P0722,generic_obd,powertrain,caution,US|EU|Global,,P0722 - Output Speed Sensor Range/Performance,"Fault code P0722 means ""Output Speed Sensor Range/Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0722/
p0723,P0723,generic_obd,powertrain,caution,US|EU|Global,,P0723 - Output Speed Sensor No Signal,"Fault code P0723 means ""Output Speed Sensor No Signal"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0723/
p0724,P0724,generic_obd,powertrain,caution,US|EU|Global,,P0724 - Output Speed Sensor Intermittent,"Fault code P0724 means ""Output Speed Sensor Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0724/
p0725,P0725,generic_obd,transmission,warning,US|EU|Global,,P0725 - Torque Converter/Brake Switch B Circuit High,"Fault code P0725 means ""Torque Converter/Brake Switch B Circuit High"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0725/
p0726,P0726,generic_obd,powertrain,warning,US|EU|Global,,P0726 - Engine Speed input Circuit Malfunction,"Fault code P0726 means ""Engine Speed input Circuit Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0726/
p0727,P0727,generic_obd,powertrain,caution,US|EU|Global,,P0727 - Engine Speed Input Circuit Range/Performance,"Fault code P0727 means ""Engine Speed Input Circuit Range/Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0727/
p0728,P0728,generic_obd,powertrain,caution,US|EU|Global,,P0728 - Engine Speed Input Circuit No Signal,"Fault code P0728 means ""Engine Speed Input Circuit No Signal"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0728/
p0730,P0730,generic_obd,powertrain,caution,US|EU|Global,,P0730 - Engine Speed Input Circuit Intermittent,"Fault code P0730 means ""Engine Speed Input Circuit Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0730/
p0731,P0731,generic_obd,transmission,caution,US|EU|Global,,P0731 - Incorrect Gear Ratio,"Fault code P0731 means ""Incorrect Gear Ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0731/
p0732,P0732,generic_obd,transmission,caution,US|EU|Global,,P0732 - Gear 1 Incorrect ratio,"Fault code P0732 means ""Gear 1 Incorrect ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0732/
p0733,P0733,generic_obd,transmission,caution,US|EU|Global,,P0733 - Gear 2 Incorrect ratio,"Fault code P0733 means ""Gear 2 Incorrect ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0733/
p0734,P0734,generic_obd,transmission,caution,US|EU|Global,,P0734 - Gear 3 Incorrect ratio,"Fault code P0734 means ""Gear 3 Incorrect ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0734/
p0735,P0735,generic_obd,transmission,caution,US|EU|Global,,P0735 - Gear 4 Incorrect ratio,"Fault code P0735 means ""Gear 4 Incorrect ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0735/
p0736,P0736,generic_obd,transmission,caution,US|EU|Global,,P0736 - Gear 5 Incorrect ratio,"Fault code P0736 means ""Gear 5 Incorrect ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0736/
p0740,P0740,generic_obd,transmission,caution,US|EU|Global,,P0740 - Reverse incorrect gear ratio,"Fault code P0740 means ""Reverse incorrect gear ratio"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0740/
p0741,P0741,generic_obd,transmission,caution,US|EU|Global,,P0741 - Torque Converter Clutch Circuit Malfuction,"Fault code P0741 means ""Torque Converter Clutch Circuit Malfuction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0741/
p0742,P0742,generic_obd,transmission,caution,US|EU|Global,,P0742 - Torque Converter Clutch Circuit Performance or Stuck Off,"Fault code P0742 means ""Torque Converter Clutch Circuit Performance or Stuck Off"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0742/
p0743,P0743,generic_obd,transmission,caution,US|EU|Global,,P0743 - Torque Converter Clutch Circuit Stuck On,"Fault code P0743 means ""Torque Converter Clutch Circuit Stuck On"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0743/
p0744,P0744,generic_obd,transmission,caution,US|EU|Global,,P0744 - Torque Converter Clutch Circuit Electrical,"Fault code P0744 means ""Torque Converter Clutch Circuit Electrical"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0744/
p0745,P0745,generic_obd,transmission,caution,US|EU|Global,,P0745 - Torque Converter Clutch Circuit Intermittent,"Fault code P0745 means ""Torque Converter Clutch Circuit Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0745/
p0746,P0746,generic_obd,powertrain,warning,US|EU|Global,,P0746 - Pressure Control Solenoid Malfunction,"Fault code P0746 means ""Pressure Control Solenoid Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0746/
p0747,P0747,generic_obd,powertrain,caution,US|EU|Global,,P0747 - Pressure Control Solenoid Performance or Stuck Off,"Fault code P0747 means ""Pressure Control Solenoid Performance or Stuck Off"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0747/
p0748,P0748,generic_obd,powertrain,caution,US|EU|Global,,P0748 - Pressure Control Solenoid Stuck On,"Fault code P0748 means ""Pressure Control Solenoid Stuck On"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0748/
p0749,P0749,generic_obd,powertrain,caution,US|EU|Global,,P0749 - Pressure Control Solenoid Electrical,"Fault code P0749 means ""Pressure Control Solenoid Electrical"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0749/
p0750,P0750,generic_obd,powertrain,caution,US|EU|Global,,P0750 - Pressure Control Solenoid Intermittent,"Fault code P0750 means ""Pressure Control Solenoid Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p0750/
p0751,P0751,generic_obd,transmission,warning,US|EU|Global,,P0751 - Shift Solenoid A Malfunction,"Fault code P0751 means ""Shift Solenoid A Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0751/
p0752,P0752,generic_obd,transmission,caution,US|EU|Global,,P0752 - Shift Solenoid A Performance or Stuck Off/,"Fault code P0752 means ""Shift Solenoid A Performance or Stuck Off/"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0752/
p0753,P0753,generic_obd,transmission,caution,US|EU|Global,,P0753 - 1-2 Shift Solenoid Valve Performance,"Fault code P0753 means ""1-2 Shift Solenoid Valve Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0753/
p0754,P0754,generic_obd,transmission,caution,US|EU|Global,,P0754 - Shift Solenoid A Stuck On,"Fault code P0754 means ""Shift Solenoid A Stuck On"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0754/
p0755,P0755,generic_obd,transmission,caution,US|EU|Global,,P0755 - Shift Solenoid A Electrical/,"Fault code P0755 means ""Shift Solenoid A Electrical/"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0755/
