id,code,fullName,system,systemName,alertType,alertTypeCode,number,descriptiveName,category,severity,hasDescription,originalDescription,title,description,url
ibst-a117,IBST_a117,IBST_a117_supplyOvervoltageLvl2,IBST,Integrated Brake System,alert,a,117,supplyOvervoltageLvl2,chassis,caution,true,"The UBB voltage is in overvoltage level2 failure range. System shall be in 'ReducedPerformance' state. The control over MRG via EN_HY or MRAUC or both does not work. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a117 - supply Overvoltage Lvl2,"Tesla alert code in the Integrated Brake System (IBST) module. The UBB voltage is in overvoltage level2 failure range. System shall be in 'ReducedPerformance' state. The control over MRG via EN_HY or MRAUC or both does not work. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a117/
ibst-a118,IBST_a118,IBST_a118_RPSNvMReadFault,IBST,Integrated Brake System,alert,a,118,RPSNvMReadFault,chassis,caution,false,,IBST_a118 - RPS Nv M Read Fault,Tesla alert code in the Integrated Brake System (IBST) module related to rps nv m read fault.,https://evfaultcode.com/en/tesla/alerts/ibst-a118/
ibst-a119,IBST_a119,IBST_a119_RPSWrongCalibData,IBST,Integrated Brake System,alert,a,119,RPSWrongCalibData,chassis,caution,false,,IBST_a119 - RPS Wrong Calib Data,Tesla alert code in the Integrated Brake System (IBST) module related to rps wrong calib data.,https://evfaultcode.com/en/tesla/alerts/ibst-a119/
ibst-a120,IBST_a120,IBST_a120_RPSVectorRangeHigh,IBST,Integrated Brake System,alert,a,120,RPSVectorRangeHigh,chassis,caution,false,,IBST_a120 - RPS Vector Range High,Tesla alert code in the Integrated Brake System (IBST) module related to rps vector range high.,https://evfaultcode.com/en/tesla/alerts/ibst-a120/
ibst-a121,IBST_a121,IBST_a121_RPSVectorRangeLow,IBST,Integrated Brake System,alert,a,121,RPSVectorRangeLow,chassis,caution,false,,IBST_a121 - RPS Vector Range Low,Tesla alert code in the Integrated Brake System (IBST) module related to rps vector range low.,https://evfaultcode.com/en/tesla/alerts/ibst-a121/
ibst-a122,IBST_a122,IBST_a122_RPSVectorOscillating,IBST,Integrated Brake System,alert,a,122,RPSVectorOscillating,chassis,caution,true,"RPS raw signals (sine and cosine): vector length Oscillating. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Lips IDs are not available in this power cycle",IBST_a122 - RPS Vector Oscillating,"Tesla alert code in the Integrated Brake System (IBST) module. RPS raw signals (sine and cosine): vector length Oscillating. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Lips IDs are not available in this power cycle",https://evfaultcode.com/en/tesla/alerts/ibst-a122/
ibst-a123,IBST_a123,IBST_a123_bridgeDriverUnavail,IBST,Integrated Brake System,alert,a,123,bridgeDriverUnavail,chassis,caution,false,,IBST_a123 - bridge Driver Unavail,Tesla alert code in the Integrated Brake System (IBST) module related to bridge driver unavail.,https://evfaultcode.com/en/tesla/alerts/ibst-a123/
ibst-a124,IBST_a124,IBST_a124_OBDCurrent1OORHigh,IBST,Integrated Brake System,alert,a,124,OBDCurrent1OORHigh,chassis,caution,false,,IBST_a124 - OBD Current1OOR High,Tesla alert code in the Integrated Brake System (IBST) module related to obd current1oor high.,https://evfaultcode.com/en/tesla/alerts/ibst-a124/
ibst-a125,IBST_a125,IBST_a125_OBDCurrent2OORHigh,IBST,Integrated Brake System,alert,a,125,OBDCurrent2OORHigh,chassis,caution,false,,IBST_a125 - OBD Current2OOR High,Tesla alert code in the Integrated Brake System (IBST) module related to obd current2oor high.,https://evfaultcode.com/en/tesla/alerts/ibst-a125/
ibst-a126,IBST_a126,IBST_a126_OBDCurrent1OORLow,IBST,Integrated Brake System,alert,a,126,OBDCurrent1OORLow,chassis,caution,false,,IBST_a126 - OBD Current1OOR Low,Tesla alert code in the Integrated Brake System (IBST) module related to obd current1oor low.,https://evfaultcode.com/en/tesla/alerts/ibst-a126/
ibst-a127,IBST_a127,IBST_a127_OBDCurrent2OORLow,IBST,Integrated Brake System,alert,a,127,OBDCurrent2OORLow,chassis,caution,false,,IBST_a127 - OBD Current2OOR Low,Tesla alert code in the Integrated Brake System (IBST) module related to obd current2oor low.,https://evfaultcode.com/en/tesla/alerts/ibst-a127/
ibst-a128,IBST_a128,IBST_a128_BLMMuxerTimeoutError,IBST,Integrated Brake System,alert,a,128,BLMMuxerTimeoutError,chassis,caution,true,"Timeout occured during BLM init tests. Not completed due to wrong preconditions. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Phase Current 2 out of range high. ECU internal fault, check wiring to the unit and or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a128 - BLM Muxer Timeout Error,"Tesla alert code in the Integrated Brake System (IBST) module. Timeout occured during BLM init tests. Not completed due to wrong preconditions. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Phase Current 2 out of range high. ECU internal fault, check wiring to the unit and or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a128/
ibst-a129,IBST_a129,IBST_a129_loadDumpOnFSLTest,IBST,Integrated Brake System,alert,a,129,loadDumpOnFSLTest,chassis,caution,false,,IBST_a129 - load Dump On FSL Test,Tesla alert code in the Integrated Brake System (IBST) module related to load dump on fsl test.,https://evfaultcode.com/en/tesla/alerts/ibst-a129/
ibst-a130,IBST_a130,IBST_a130_DTSFunctionalRangeLow,IBST,Integrated Brake System,alert,a,130,DTSFunctionalRangeLow,chassis,caution,true,"The differential travel signal (channel 1) is out of its functional range low Flash failure detected (incorrect checksum single error overflow). ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a130 - DTS Functional Range Low,"Tesla alert code in the Integrated Brake System (IBST) module. The differential travel signal (channel 1) is out of its functional range low Flash failure detected (incorrect checksum single error overflow). ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a130/
ibst-a131,IBST_a131,IBST_a131_DTSFunctionalRangeHigh,IBST,Integrated Brake System,alert,a,131,DTSFunctionalRangeHigh,chassis,caution,true,The differential travel signal (channel 1) is out of its functional range high,IBST_a131 - DTS Functional Range High,Tesla alert code in the Integrated Brake System (IBST) module. The differential travel signal (channel 1) is out of its functional range high,https://evfaultcode.com/en/tesla/alerts/ibst-a131/
ibst-a132,IBST_a132,IBST_a132_DTSPlausiCheck1vs2,IBST,Integrated Brake System,alert,a,132,DTSPlausiCheck1vs2,chassis,caution,false,,IBST_a132 - DTS Plausi Check1vs2,Tesla alert code in the Integrated Brake System (IBST) module related to dts plausi check1vs2.,https://evfaultcode.com/en/tesla/alerts/ibst-a132/
ibst-a133,IBST_a133,IBST_a133_DTSOffsetTooLow,IBST,Integrated Brake System,alert,a,133,DTSOffsetTooLow,chassis,caution,true,DTS off set is too low,IBST_a133 - DTS Offset Too Low,Tesla alert code in the Integrated Brake System (IBST) module. DTS off set is too low,https://evfaultcode.com/en/tesla/alerts/ibst-a133/
ibst-a134,IBST_a134,IBST_a134_DTSOffsetTooHigh,IBST,Integrated Brake System,alert,a,134,DTSOffsetTooHigh,chassis,caution,false,,IBST_a134 - DTS Offset Too High,Tesla alert code in the Integrated Brake System (IBST) module related to dts offset too high.,https://evfaultcode.com/en/tesla/alerts/ibst-a134/
ibst-a135,IBST_a135,IBST_a135_ESPparty1DLC,IBST,Integrated Brake System,alert,a,135,ESPparty1DLC,chassis,caution,false,,IBST_a135 - ES Pparty1DLC,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty1dlc.,https://evfaultcode.com/en/tesla/alerts/ibst-a135/
ibst-a136,IBST_a136,IBST_a136_ESPparty1Timeout,IBST,Integrated Brake System,alert,a,136,ESPparty1Timeout,chassis,caution,false,,IBST_a136 - ES Pparty1Timeout,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty1timeout.,https://evfaultcode.com/en/tesla/alerts/ibst-a136/
ibst-a137,IBST_a137,IBST_a137_ESPparty1Checksum,IBST,Integrated Brake System,alert,a,137,ESPparty1Checksum,chassis,caution,false,,IBST_a137 - ES Pparty1Checksum,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty1checksum.,https://evfaultcode.com/en/tesla/alerts/ibst-a137/
ibst-a138,IBST_a138,IBST_a138_ESPparty1Counter,IBST,Integrated Brake System,alert,a,138,ESPparty1Counter,chassis,caution,false,,IBST_a138 - ES Pparty1Counter,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty1counter.,https://evfaultcode.com/en/tesla/alerts/ibst-a138/
ibst-a139,IBST_a139,IBST_a139_ESPparty2DLC,IBST,Integrated Brake System,alert,a,139,ESPparty2DLC,chassis,caution,false,,IBST_a139 - ES Pparty2DLC,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty2dlc.,https://evfaultcode.com/en/tesla/alerts/ibst-a139/
ibst-a140,IBST_a140,IBST_a140_ESPparty2Timeout,IBST,Integrated Brake System,alert,a,140,ESPparty2Timeout,chassis,caution,false,,IBST_a140 - ES Pparty2Timeout,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty2timeout.,https://evfaultcode.com/en/tesla/alerts/ibst-a140/
ibst-a141,IBST_a141,IBST_a141_ESPparty2Checksum,IBST,Integrated Brake System,alert,a,141,ESPparty2Checksum,chassis,caution,false,,IBST_a141 - ES Pparty2Checksum,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty2checksum.,https://evfaultcode.com/en/tesla/alerts/ibst-a141/
ibst-a142,IBST_a142,IBST_a142_ESPparty2Counter,IBST,Integrated Brake System,alert,a,142,ESPparty2Counter,chassis,caution,false,,IBST_a142 - ES Pparty2Counter,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty2counter.,https://evfaultcode.com/en/tesla/alerts/ibst-a142/
ibst-a143,IBST_a143,IBST_a143_ESPparty3DLC,IBST,Integrated Brake System,alert,a,143,ESPparty3DLC,chassis,caution,false,,IBST_a143 - ES Pparty3DLC,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty3dlc.,https://evfaultcode.com/en/tesla/alerts/ibst-a143/
ibst-a144,IBST_a144,IBST_a144_ESPparty3Timeout,IBST,Integrated Brake System,alert,a,144,ESPparty3Timeout,chassis,caution,false,,IBST_a144 - ES Pparty3Timeout,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty3timeout.,https://evfaultcode.com/en/tesla/alerts/ibst-a144/
ibst-a145,IBST_a145,IBST_a145_ESPparty3Checksum,IBST,Integrated Brake System,alert,a,145,ESPparty3Checksum,chassis,caution,false,,IBST_a145 - ES Pparty3Checksum,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty3checksum.,https://evfaultcode.com/en/tesla/alerts/ibst-a145/
ibst-a146,IBST_a146,IBST_a146_ESPparty3Counter,IBST,Integrated Brake System,alert,a,146,ESPparty3Counter,chassis,caution,false,,IBST_a146 - ES Pparty3Counter,Tesla alert code in the Integrated Brake System (IBST) module related to es pparty3counter.,https://evfaultcode.com/en/tesla/alerts/ibst-a146/
ibst-a147,IBST_a147,IBST_a147_PSCMotorSizeReadFault,IBST,Integrated Brake System,alert,a,147,PSCMotorSizeReadFault,chassis,caution,true,The value in the NvM block 'PSC_MotorSize' is incorrect or 'empty'. Write the correct motor size that is relevant for this project in the NvM block and do restart the system.,IBST_a147 - PSC Motor Size Read Fault,Tesla alert code in the Integrated Brake System (IBST) module. The value in the NvM block 'PSC_MotorSize' is incorrect or 'empty'. Write the correct motor size that is relevant for this project in the NvM block and do restart the system.,https://evfaultcode.com/en/tesla/alerts/ibst-a147/
ibst-a148,IBST_a148,IBST_a148_MLIGainMechReadFault,IBST,Integrated Brake System,alert,a,148,MLIGainMechReadFault,chassis,caution,true,"Read failed failure for parameter gain_mech Missing BIST trigger didn't swicth off hy. or electrically as expected. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. CANSys - BusOff Failure on Can 2 (chassis CAN) Motor is temporarily unavailable due to reinitialization of bridge driver. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. iBooster was not shutdown right",IBST_a148 - MLI Gain Mech Read Fault,"Tesla alert code in the Integrated Brake System (IBST) module. Read failed failure for parameter gain_mech Missing BIST trigger didn't swicth off hy. or electrically as expected. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. CANSys - BusOff Failure on Can 2 (chassis CAN) Motor is temporarily unavailable due to reinitialization of bridge driver. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. iBooster was not shutdown right",https://evfaultcode.com/en/tesla/alerts/ibst-a148/
ibst-a149,IBST_a149,IBST_a149_MLITMCAreaReadFault,IBST,Integrated Brake System,alert,a,149,MLITMCAreaReadFault,chassis,caution,false,,IBST_a149 - MLITMC Area Read Fault,Tesla alert code in the Integrated Brake System (IBST) module related to mlitmc area read fault.,https://evfaultcode.com/en/tesla/alerts/ibst-a149/
ibst-a150,IBST_a150,IBST_a150_motorTestFault,IBST,Integrated Brake System,alert,a,150,motorTestFault,chassis,caution,false,,IBST_a150 - motor Test Fault,Tesla alert code in the Integrated Brake System (IBST) module related to motor test fault.,https://evfaultcode.com/en/tesla/alerts/ibst-a150/
ibst-a151,IBST_a151,IBST_a151_PSCGearRatioReadFault,IBST,Integrated Brake System,alert,a,151,PSCGearRatioReadFault,chassis,caution,true,The value in the NvM block 'Gear_Ratio' is incorrect or 'empty'. Write the correct value for gear ratio and restart the system.,IBST_a151 - PSC Gear Ratio Read Fault,Tesla alert code in the Integrated Brake System (IBST) module. The value in the NvM block 'Gear_Ratio' is incorrect or 'empty'. Write the correct value for gear ratio and restart the system.,https://evfaultcode.com/en/tesla/alerts/ibst-a151/
ibst-a152,IBST_a152,IBST_a152_PSCVoltageImplausible,IBST,Integrated Brake System,alert,a,152,PSCVoltageImplausible,chassis,caution,true,"Depending on the motor current and speed the actual voltage is not plausible Offset Current 2 out of range low. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a152 - PSC Voltage Implausible,"Tesla alert code in the Integrated Brake System (IBST) module. Depending on the motor current and speed the actual voltage is not plausible Offset Current 2 out of range low. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a152/
ibst-a153,IBST_a153,IBST_a153_unused,IBST,Integrated Brake System,alert,a,153,unused,chassis,caution,false,,IBST_a153 - unused,Tesla alert code in the Integrated Brake System (IBST) module related to unused.,https://evfaultcode.com/en/tesla/alerts/ibst-a153/
ibst-a154,IBST_a154,IBST_a154_unused,IBST,Integrated Brake System,alert,a,154,unused,chassis,caution,false,,IBST_a154 - unused,Tesla alert code in the Integrated Brake System (IBST) module related to unused.,https://evfaultcode.com/en/tesla/alerts/ibst-a154/
ibst-a155,IBST_a155,IBST_a155_supplyUndervoltageLvl1,IBST,Integrated Brake System,alert,a,155,supplyUndervoltageLvl1,chassis,caution,true,The UBB voltage is in undervoltage level1 failure range. System shall be in 'ReducedPerformance' state.,IBST_a155 - supply Undervoltage Lvl1,Tesla alert code in the Integrated Brake System (IBST) module. The UBB voltage is in undervoltage level1 failure range. System shall be in 'ReducedPerformance' state.,https://evfaultcode.com/en/tesla/alerts/ibst-a155/
ibst-a156,IBST_a156,IBST_a156_supplyOvervoltageLvl1,IBST,Integrated Brake System,alert,a,156,supplyOvervoltageLvl1,chassis,caution,true,"The UBB voltage is in overvoltage level1 failure range. System shall be in 'ReducedPerformance' state. CPU exception occurrd. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Offset Current 2 out of range high. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. ECU Bandgap Failure. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a156 - supply Overvoltage Lvl1,"Tesla alert code in the Integrated Brake System (IBST) module. The UBB voltage is in overvoltage level1 failure range. System shall be in 'ReducedPerformance' state. CPU exception occurrd. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Offset Current 2 out of range high. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. ECU Bandgap Failure. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a156/
ibst-a157,IBST_a157,IBST_a157_masterCylPressInvalid,IBST,Integrated Brake System,alert,a,157,masterCylPressInvalid,chassis,caution,true,"Scl: ESPiB3_pMC1 Invalid Value DTS off set is too high Confirmed Phase Current 2 out of range low. ECU internal fault, check wiring to the unit and or re-flash. If problem continures after several power cycles, reolace unit. The measured average coil resistivity is above the max threshold. Linear Position Sensor Channel 1 Sensor internal failure FW set in case of temperature degradation level1 Vpre was externally feed. Possible internal shortcircuit. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a157 - master Cyl Press Invalid,"Tesla alert code in the Integrated Brake System (IBST) module. Scl: ESPiB3_pMC1 Invalid Value DTS off set is too high Confirmed Phase Current 2 out of range low. ECU internal fault, check wiring to the unit and or re-flash. If problem continures after several power cycles, reolace unit. The measured average coil resistivity is above the max threshold. Linear Position Sensor Channel 1 Sensor internal failure FW set in case of temperature degradation level1 Vpre was externally feed. Possible internal shortcircuit. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a157/
ibst-a158,IBST_a158,IBST_a158_DTSOffsHighSuspicious,IBST,Integrated Brake System,alert,a,158,DTSOffsHighSuspicious,chassis,caution,true,"DTS off set is too high Suspicious replacement fault for NET overvoltage situation Linear Position Sensor Channel 1 Line shorted to ground The ASIC internal current reference is out of range. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a158 - DTS Offs High Suspicious,"Tesla alert code in the Integrated Brake System (IBST) module. DTS off set is too high Suspicious replacement fault for NET overvoltage situation Linear Position Sensor Channel 1 Line shorted to ground The ASIC internal current reference is out of range. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a158/
ibst-a159,IBST_a159,IBST_a159_FindIdleNvMReadError,IBST,Integrated Brake System,alert,a,159,FindIdleNvMReadError,chassis,caution,true,"Find Idle Data are not readable System ASIC internal oscillator failure is detected. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a159 - Find Idle Nv M Read Error,"Tesla alert code in the Integrated Brake System (IBST) module. Find Idle Data are not readable System ASIC internal oscillator failure is detected. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a159/
ibst-a160,IBST_a160,IBST_a160_DTSIDTimeOut,IBST,Integrated Brake System,alert,a,160,DTSIDTimeOut,chassis,caution,false,,IBST_a160 - DTSID Time Out,Tesla alert code in the Integrated Brake System (IBST) module related to dtsid time out.,https://evfaultcode.com/en/tesla/alerts/ibst-a160/
ibst-a161,IBST_a161,IBST_a161_powerPackMismatch,IBST,Integrated Brake System,alert,a,161,powerPackMismatch,chassis,caution,false,,IBST_a161 - power Pack Mismatch,Tesla alert code in the Integrated Brake System (IBST) module related to power pack mismatch.,https://evfaultcode.com/en/tesla/alerts/ibst-a161/
ibst-a162,IBST_a162,IBST_a162_idlePosNotDetected,IBST,Integrated Brake System,alert,a,162,idlePosNotDetected,chassis,caution,true,Reference Run failed,IBST_a162 - idle Pos Not Detected,Tesla alert code in the Integrated Brake System (IBST) module. Reference Run failed,https://evfaultcode.com/en/tesla/alerts/ibst-a162/
ibst-a163,IBST_a163,IBST_a163_ESPpEstMaxInvalid,IBST,Integrated Brake System,alert,a,163,ESPpEstMaxInvalid,chassis,caution,false,,IBST_a163 - ES Pp Est Max Invalid,Tesla alert code in the Integrated Brake System (IBST) module related to es pp est max invalid.,https://evfaultcode.com/en/tesla/alerts/ibst-a163/
ibst-a164,IBST_a164,IBST_a164_ESPVehicleSpeedInvalid,IBST,Integrated Brake System,alert,a,164,ESPVehicleSpeedInvalid,chassis,caution,true,Scl: ESPiB1_VehicleSpeed Invalid Value,IBST_a164 - ESP Vehicle Speed Invalid,Tesla alert code in the Integrated Brake System (IBST) module. Scl: ESPiB1_VehicleSpeed Invalid Value,https://evfaultcode.com/en/tesla/alerts/ibst-a164/
ibst-a165,IBST_a165,IBST_a165_ESPpForceBlendInvalid,IBST,Integrated Brake System,alert,a,165,ESPpForceBlendInvalid,chassis,caution,true,Scl: ESPiB3_pForceBlendingMC Invalid Value,IBST_a165 - ES Pp Force Blend Invalid,Tesla alert code in the Integrated Brake System (IBST) module. Scl: ESPiB3_pForceBlendingMC Invalid Value,https://evfaultcode.com/en/tesla/alerts/ibst-a165/
ibst-a166,IBST_a166,IBST_a166_ESPpMcVirtualInvalid,IBST,Integrated Brake System,alert,a,166,ESPpMcVirtualInvalid,chassis,caution,true,"Scl: ESPiB3_pMcVirtual Invalid Value Runtime overload. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a166 - ES Pp Mc Virtual Invalid,"Tesla alert code in the Integrated Brake System (IBST) module. Scl: ESPiB3_pMcVirtual Invalid Value Runtime overload. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a166/
ibst-a167,IBST_a167,IBST_a167_ESPqTargetExterInvalid,IBST,Integrated Brake System,alert,a,167,ESPqTargetExterInvalid,chassis,caution,true,"Scl: ESPiB2_qTargetExternal Invalid Value U5V voltage comparator test failed. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Failure word in case of Write service to EEPROM could not complete in predefined time. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Runtime overload: x1 task jitter of the IO sensitive part is to high. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. High ohmic UB6 path detected (Large deviation between UB6 & UBB during motor actuation) SPI transfer to System ASIC failed (error frame wrong address. timeout CSIH error). ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a167 - ES Pq Target Exter Invalid,"Tesla alert code in the Integrated Brake System (IBST) module. Scl: ESPiB2_qTargetExternal Invalid Value U5V voltage comparator test failed. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Failure word in case of Write service to EEPROM could not complete in predefined time. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Runtime overload: x1 task jitter of the IO sensitive part is to high. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. High ohmic UB6 path detected (Large deviation between UB6 & UBB during motor actuation) SPI transfer to System ASIC failed (error frame wrong address. timeout CSIH error). ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a167/
ibst-a168,IBST_a168,IBST_a168_CANOvervoltage,IBST,Integrated Brake System,alert,a,168,CANOvervoltage,chassis,caution,false,,IBST_a168 - CAN Overvoltage,Tesla alert code in the Integrated Brake System (IBST) module related to can overvoltage.,https://evfaultcode.com/en/tesla/alerts/ibst-a168/
ibst-a169,IBST_a169,IBST_a169_CANUndervoltage,IBST,Integrated Brake System,alert,a,169,CANUndervoltage,chassis,caution,false,,IBST_a169 - CAN Undervoltage,Tesla alert code in the Integrated Brake System (IBST) module related to can undervoltage.,https://evfaultcode.com/en/tesla/alerts/ibst-a169/
ibst-a170,IBST_a170,IBST_a170_LVPowerStateTimeout,IBST,Integrated Brake System,alert,a,170,LVPowerStateTimeout,chassis,caution,false,,IBST_a170 - LV Power State Timeout,Tesla alert code in the Integrated Brake System (IBST) module related to lv power state timeout.,https://evfaultcode.com/en/tesla/alerts/ibst-a170/
ibst-a171,IBST_a171,IBST_a171_LVPowerStateChecksum,IBST,Integrated Brake System,alert,a,171,LVPowerStateChecksum,chassis,caution,true,"Dual Core SW-Bist comparison fault. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Task Monitor reports faulty status. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a171 - LV Power State Checksum,"Tesla alert code in the Integrated Brake System (IBST) module. Dual Core SW-Bist comparison fault. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. Task Monitor reports faulty status. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a171/
ibst-a172,IBST_a172,IBST_a172_LVPowerStateDLC,IBST,Integrated Brake System,alert,a,172,LVPowerStateDLC,chassis,caution,false,,IBST_a172 - LV Power State DLC,Tesla alert code in the Integrated Brake System (IBST) module related to lv power state dlc.,https://evfaultcode.com/en/tesla/alerts/ibst-a172/
ibst-a173,IBST_a173,IBST_a173_LVPowerStateCounter,IBST,Integrated Brake System,alert,a,173,LVPowerStateCounter,chassis,caution,false,,IBST_a173 - LV Power State Counter,Tesla alert code in the Integrated Brake System (IBST) module related to lv power state counter.,https://evfaultcode.com/en/tesla/alerts/ibst-a173/
ibst-a174,IBST_a174,IBST_a174_LVOffStateInvalid,IBST,Integrated Brake System,alert,a,174,LVOffStateInvalid,chassis,caution,false,,IBST_a174 - LV Off State Invalid,Tesla alert code in the Integrated Brake System (IBST) module related to lv off state invalid.,https://evfaultcode.com/en/tesla/alerts/ibst-a174/
ibst-a175,IBST_a175,IBST_a175_LVGoingDownInvalid,IBST,Integrated Brake System,alert,a,175,LVGoingDownInvalid,chassis,caution,false,,IBST_a175 - LV Going Down Invalid,Tesla alert code in the Integrated Brake System (IBST) module related to lv going down invalid.,https://evfaultcode.com/en/tesla/alerts/ibst-a175/
ibst-a176,IBST_a176,IBST_a176_blockedPedalDetected,IBST,Integrated Brake System,alert,a,176,blockedPedalDetected,chassis,caution,true,"Initial test/check for ASIC supply parts failed. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. ASIC internal problem occured. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",IBST_a176 - blocked Pedal Detected,"Tesla alert code in the Integrated Brake System (IBST) module. Initial test/check for ASIC supply parts failed. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit. ASIC internal problem occured. ECU internal fault, check wiring to the unit and/or re-flash. If problem continures after several power cycles, reolace unit.",https://evfaultcode.com/en/tesla/alerts/ibst-a176/
ibst-a177,IBST_a177,IBST_a177_EPBLsystemStatusMIA,IBST,Integrated Brake System,alert,a,177,EPBLsystemStatusMIA,chassis,caution,false,,IBST_a177 - EPB Lsystem Status MIA,Tesla alert code in the Integrated Brake System (IBST) module related to epb lsystem status mia.,https://evfaultcode.com/en/tesla/alerts/ibst-a177/
ibst-a178,IBST_a178,IBST_a178_EPBRsystemStatusMIA,IBST,Integrated Brake System,alert,a,178,EPBRsystemStatusMIA,chassis,caution,false,,IBST_a178 - EPB Rsystem Status MIA,Tesla alert code in the Integrated Brake System (IBST) module related to epb rsystem status mia.,https://evfaultcode.com/en/tesla/alerts/ibst-a178/
